66.66666666666667,car,853,4,1917,985
100.0,car,857,3,1916,988
116.66666666666667,car,868,3,1918,991
133.33333333333334,car,868,2,1918,992
150.0,car,868,2,1918,993
166.66666666666666,car,860,2,1917,992
183.33333333333331,car,860,2,1917,994
200.0,car,863,2,1918,993
216.66666666666669,car,863,2,1918,1000
233.33333333333334,car,859,2,1918,1000
250.0,car,869,2,1919,995
266.6666666666667,car,872,2,1919,998
283.3333333333333,car,871,2,1919,999
300.0,car,870,1,1919,1001
316.66666666666663,car,868,1,1919,1005
333.3333333333333,car,867,1,1919,1005
350.0,car,867,1,1919,1001
366.66666666666663,car,872,1,1919,1001
383.3333333333333,car,871,1,1919,1001
400.0,car,875,1,1919,1001
416.6666666666667,car,878,1,1918,997
433.33333333333337,car,877,1,1918,999
450.0,car,867,1,1918,1001
466.6666666666667,car,871,0,1918,999
483.3333333333333,car,872,1,1918,999
500.0,car,868,1,1918,1004
516.6666666666666,car,868,0,1918,1004
533.3333333333334,car,868,0,1918,1004
550.0,car,868,0,1918,1006
566.6666666666666,car,872,0,1918,1003
583.3333333333334,car,875,0,1918,1004
600.0,car,879,0,1918,1005
616.6666666666667,car,876,0,1918,1004
633.3333333333333,car,876,0,1918,1005
650.0,car,881,-1,1918,1004
666.6666666666666,car,883,-1,1918,1003
683.3333333333334,car,884,-1,1918,1005
700.0,car,882,-1,1918,1003
716.6666666666666,car,884,0,1918,998
733.3333333333333,car,881,0,1917,999
750.0,car,880,0,1917,998
766.6666666666666,car,880,-1,1917,999
783.3333333333334,car,881,-1,1918,1003
800.0,car,882,-1,1918,1003
816.6666666666666,car,881,0,1918,1003
833.3333333333334,car,874,0,1917,1004
850.0,car,871,0,1917,1002
866.6666666666667,car,872,0,1917,1001
883.3333333333333,car,876,0,1918,1000
900.0,car,879,0,1918,1000
916.6666666666666,car,881,0,1918,998
933.3333333333334,car,880,0,1918,999
950.0,car,879,0,1917,999
966.6666666666666,car,879,1,1917,995
983.3333333333333,car,878,1,1917,994
1000.0,car,875,1,1917,992
1016.6666666666666,car,873,0,1917,997
1033.3333333333333,car,872,0,1917,998
1050.0,car,876,0,1917,998
1066.6666666666667,car,879,0,1917,996
1083.3333333333333,car,879,1,1917,989
1100.0,car,881,1,1917,987
1116.6666666666667,car,882,1,1917,987
1133.3333333333333,car,887,2,1916,985
1150.0,car,886,2,1916,985
1166.6666666666667,car,886,1,1917,992
1183.3333333333333,car,888,1,1917,992
1200.0,car,892,1,1917,995
1216.6666666666665,car,887,1,1918,996
1233.3333333333335,car,887,1,1918,998
1250.0,car,886,0,1918,996
1266.6666666666665,car,891,1,1918,997
1283.3333333333333,car,890,1,1918,997
1300.0,car,889,1,1918,997
1316.6666666666667,car,886,1,1918,1000
1333.3333333333333,car,886,1,1918,1001
1350.0,car,885,0,1918,1003
1366.6666666666667,car,888,1,1917,998
1383.3333333333333,car,888,1,1917,999
1400.0,car,888,1,1917,999
1416.6666666666667,car,891,1,1918,1000
1433.3333333333333,car,890,1,1918,999
1450.0,car,890,1,1918,1000
1466.6666666666665,car,886,0,1918,997
1483.3333333333335,car,880,1,1918,1000
1500.0,car,881,0,1918,999
1516.6666666666665,car,880,0,1918,999
1533.3333333333333,car,874,1,1917,999
1550.0,car,874,1,1917,1002
1566.6666666666667,car,876,2,1917,999
1583.3333333333333,car,876,2,1917,1000
1600.0,car,876,3,1917,997
1616.6666666666667,car,879,2,1917,999
1633.3333333333333,car,878,2,1917,999
1650.0,car,876,3,1917,999
1666.6666666666667,car,875,3,1917,996
1683.3333333333333,car,876,3,1917,994
1700.0,car,875,3,1917,994
1716.6666666666665,car,875,3,1917,995
1733.3333333333335,car,878,2,1917,998
1750.0,car,877,0,1917,999
1766.6666666666665,car,878,1,1917,999
1783.3333333333333,car,878,0,1917,1001
1800.0,car,872,1,1917,1002
1816.6666666666667,car,872,1,1917,1003
1833.3333333333333,car,872,1,1917,1002
1849.9999999999998,car,875,0,1918,1003
1866.6666666666667,car,874,0,1918,1006
1883.3333333333333,car,873,0,1918,1007
1900.0,car,871,0,1917,1004
1916.6666666666667,car,873,0,1918,1006
1933.3333333333333,car,871,1,1917,1005
1950.0,car,873,1,1917,1003
1966.6666666666665,car,872,1,1917,1004
1983.3333333333335,car,872,0,1917,1007
2000.0,car,872,0,1918,1008
2016.6666666666665,car,872,0,1918,1008
2033.3333333333333,car,868,0,1917,1008
2050.0,car,868,0,1917,1009
2066.6666666666665,car,868,0,1917,1008
2083.3333333333335,car,872,1,1917,1007
2100.0,car,870,1,1917,1007
2116.6666666666665,car,871,1,1917,1008
2133.3333333333335,car,876,1,1917,1002
2150.0,car,877,2,1917,999
2166.6666666666665,car,877,2,1917,998
2183.333333333333,car,875,2,1917,1000
2200.0,car,876,2,1917,1000
2216.666666666667,car,875,1,1917,999
2233.3333333333335,car,877,1,1917,999
2250.0,car,879,1,1917,999
2250.0,bus,856,-3,1918,970
2266.6666666666665,car,881,1,1917,1000
2283.333333333333,car,879,2,1917,999
2300.0,car,878,2,1917,998
2316.6666666666665,car,881,1,1917,1002
2333.3333333333335,car,881,1,1917,1003
2350.0,car,882,1,1917,1005
2366.6666666666665,car,883,2,1918,1007
2383.3333333333335,car,884,2,1918,1007
2400.0,car,883,2,1918,1009
2416.6666666666665,car,883,2,1918,1010
2433.333333333333,car,884,2,1917,1010
2450.0,car,884,2,1918,1009
2466.666666666667,car,883,3,1917,1005
2483.3333333333335,car,881,3,1917,1006
2500.0,car,868,3,1917,1006
2516.6666666666665,car,869,3,1917,1006
2533.333333333333,car,869,3,1917,1006
2550.0,car,869,3,1917,1005
2566.6666666666665,car,876,4,1917,1003
2583.3333333333335,car,877,4,1917,1003
2600.0,car,879,4,1917,1001
2616.6666666666665,car,885,2,1917,1008
2633.3333333333335,car,884,3,1917,1005
2650.0,car,883,3,1917,1004
2666.6666666666665,car,885,3,1917,1008
2683.333333333333,car,885,3,1917,1007
2700.0,car,896,3,1917,1003
2716.666666666667,car,898,3,1918,1000
2733.3333333333335,car,899,3,1918,1000
2750.0,car,903,1,1918,1002
2766.6666666666665,car,901,1,1918,1000
2783.333333333333,car,901,1,1918,999
2800.0,car,899,1,1918,998
2816.6666666666665,car,899,2,1917,990
2833.3333333333335,car,899,2,1918,990
2850.0,car,893,2,1918,994
